,lat,lon,fecha_inicio,tipo_de_incendio,tipo_impacto,causa,year
217,20.71836111111111,-103.54105555555556,2014-03-13,Superficial,Minimo,Fumadores,2014
218,20.726499999999998,-103.55719444444445,2014-03-14,Superficial,Minimo,Actividades Agropecuarias,2014
219,20.729638888888886,-103.53391666666667,2014-03-18,Superficial,Minimo,Actividades Agropecuarias,2014
220,20.72686111111111,-103.60597222222222,2014-03-20,Superficial,Minimo,Fumadores,2014
221,20.67886111111111,-103.64822222222223,2014-03-22,Superficial,Minimo,Fumadores,2014
222,20.618361111111113,-103.67666666666668,2014-03-23,Superficial,Minimo,Fumadores,2014
223,20.588805555555556,-103.45569444444445,2014-03-24,Superficial,Minimo,Fumadores,2014
224,20.64911111111111,-103.46763888888889,2014-03-25,Superficial,Minimo,Fumadores,2014
225,20.72544444444444,-103.60905555555556,2014-03-31,Superficial,Minimo,Fumadores,2014
226,20.701666666666664,-103.67908333333334,2014-04-05,Superficial,Minimo,Actividades Agropecuarias,2014
227,20.72261111111111,-103.61169444444444,2014-04-05,Superficial,Minimo,Fogatas,2014
228,20.727527777777777,-103.55988888888889,2014-04-06,Superficial,Minimo,Intencional,2014
229,20.703722222222222,-103.63152777777778,2014-04-08,Superficial,Minimo,Quema De Basureros,2014
230,20.659499999999998,-103.45547222222223,2014-03-22,Superficial,Minimo,Quema De Basureros,2014
231,20.652055555555553,-103.46666666666667,2014-04-02,Superficial,Minimo,Intencional,2014
232,20.549472222222224,-103.49825,2014-03-26,Superficial,Minimo,Quema De Basureros,2014
233,20.648194444444442,-103.4738888888889,2014-04-07,Superficial,Minimo,Quema De Basureros,2014
234,20.64933333333333,-103.46283333333334,2014-04-12,Superficial,Minimo,Quema De Basureros,2014
235,20.6575,-103.67847222222223,2014-04-14,Superficial,Minimo,Fumadores,2014
236,20.692555555555554,-103.67677777777779,2014-04-17,Superficial,Moderado,Fumadores,2014
237,20.72433333333333,-103.50744444444445,2014-04-25,Superficial,Minimo,Fumadores,2014
238,20.700583333333334,-103.57822222222222,2014-05-14,Superficial,Minimo,Actividades Agropecuarias,2014
239,20.6225,-103.46600000000001,2014-03-11,Superficial,Minimo,Intencional,2014
240,20.622194444444446,-103.46636111111111,2014-04-15,Superficial,Minimo,Fumadores,2014
241,20.656916666666664,-103.46461111111111,2014-05-22,Superficial,Minimo,Intencional,2014
242,20.648583333333335,-103.47186111111111,2014-05-15,Superficial,Minimo,Intencional,2014
243,20.652416666666664,-103.45830555555555,2014-05-03,Superficial,Minimo,Intencional,2014
244,20.650916666666664,-103.46344444444445,2014-03-13,Superficial,Minimo,Actividades Agropecuarias,2014
245,20.60731666666667,-103.51319444444445,2014-03-12,Superficial,Minimo,Actividades Agropecuarias,2014
246,20.61936111111111,-103.46019444444445,2014-04-24,Superficial,Minimo,Fumadores,2014
247,20.71397222222222,-103.57158333333334,2014-05-25,Superficial,Minimo,Fogatas,2014
248,20.664166666666667,-103.66741666666667,2014-03-26,Superficial,Minimo,Intencional,2014
249,20.653694444444444,-103.67941666666667,2014-03-25,Superficial,Minimo,Intencional,2014
250,20.66691666666667,-103.65694444444445,2014-03-18,Superficial,Minimo,Actividades Agropecuarias,2014
251,20.64922222222222,-103.68055555555556,2014-02-19,Superficial,Minimo,Fogatas,2014
252,20.648972222222223,-103.46720833333333,2014-03-16,Superficial,Minimo,Intencional,2014
253,20.655166666666666,-103.68419444444444,2014-05-11,Superficial,Minimo,Fogatas,2014
254,20.618361111111113,-103.67666666666668,2014-04-04,Superficial,Minimo,Actividades Agropecuarias,2014
255,20.657138888888888,-103.67972222222222,2014-04-04,Superficial,Minimo,Intencional,2014
256,20.672,-103.67280555555556,2014-01-15,Superficial,Minimo,Intencional,2014
257,20.66122222222222,-103.67833333333334,2014-03-17,Superficial,Minimo,Intencional,2014
258,20.697055555555554,-103.67591666666667,2014-04-17,Superficial,Minimo,Fumadores,2014
259,20.549794444444448,-103.51343333333334,2014-03-24,Superficial,Minimo,Fumadores,2014
260,20.620069444444447,-103.47663888888889,2014-05-23,Superficial,Minimo,No Determinadas,2014
261,20.65936111111111,-103.66866666666667,2014-04-08,Superficial,Minimo,Fumadores,2014
262,20.693833333333334,-103.67927777777778,2014-04-18,Superficial,Minimo,Cazadores,2014
263,20.703444444444443,-103.55366388888889,2015-01-03,Superficial,Minimo,Actividades Agropecuarias,2015
264,20.727277777777775,-103.60283333333332,2015-01-09,Superficial,Minimo,Fogatas,2015
265,20.6856,-103.63600000000001,2015-01-12,Superficial,Minimo,Actividades Agropecuarias,2015
266,20.66473611111111,-103.68116666666667,2015-02-03,Superficial,Minimo,Actividades Agropecuarias,2015
267,20.648555555555554,-103.46908333333333,2015-03-02,Superficial,Minimo,Quema De Basureros,2015
