FID,idpuntocalor,fecha,latlon,id_pais,id_estado,id_mun,nom_pais,nom_estado,nom_mun,vegetacion,anp,pendiente,satelite,geom,hora_gmt
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2106,5124407,2019-08-19T04:48:00,POINT(-94.01383 18.20034),1,1-27,1-27002,México,Tabasco,Cárdenas,MANGLAR CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,4.35311413,TERRA,POINT (-94.01383 18.20034),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2107,5124406,2019-08-19T04:48:00,POINT(-93.9994 18.20212),1,1-27,1-27002,México,Tabasco,Cárdenas,MANGLAR CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,5.43940496,TERRA,POINT (-93.9994 18.20212),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2108,5124405,2019-08-19T04:48:00,POINT(-92.49608 17.99299),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,1.48950672,TERRA,POINT (-92.49608 17.99299),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2109,5124404,2019-08-19T04:48:00,POINT(-92.47762 17.99512),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,1.5983578,TERRA,POINT (-92.47762 17.99512),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_210a,5124403,2019-08-19T04:48:00,POINT(-92.49628 17.88956),1,1-27,1-27012,México,Tabasco,Macuspana,PASTIZAL CULTIVADO,NO AFECTA ANP,3.16692066,TERRA,POINT (-92.49628 17.88956),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_210b,5124641,2019-08-19T07:11:10,POINT(-93.94444 17.80163),1,1-27,1-27008,México,Tabasco,Huimanguillo,PASTIZAL CULTIVADO,NO AFECTA ANP,3.66981936,J01-375m,POINT (-93.94444 17.80163),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_210c,5124640,2019-08-19T07:11:10,POINT(-93.15847 17.72215),1,1-7,1-07048,México,Chiapas,Juárez,PASTIZAL CULTIVADO,NO AFECTA ANP,6.05281782,J01-375m,POINT (-93.15847 17.72215),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_210d,5124639,2019-08-19T07:11:10,POINT(-94.51821 17.97122),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,3.98156452,J01-375m,POINT (-94.51821 17.97122),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_210e,5124638,2019-08-19T07:11:10,POINT(-94.52171 17.97159),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,3.92453814,J01-375m,POINT (-94.52171 17.97159),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_210f,5124637,2019-08-19T07:11:10,POINT(-94.52453 17.97731),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,3.34644604,J01-375m,POINT (-94.52453 17.97731),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2110,5124636,2019-08-19T07:11:10,POINT(-94.52802 17.97769),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,3.31119728,J01-375m,POINT (-94.52802 17.97769),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2111,5124635,2019-08-19T07:11:10,POINT(-94.53074 17.9834),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,5.70743656,J01-375m,POINT (-94.53074 17.9834),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2112,5124634,2019-08-19T07:11:10,POINT(-94.52662 17.98837),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,4.32791996,J01-375m,POINT (-94.52662 17.98837),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2113,5124633,2019-08-19T07:11:10,POINT(-93.11871 17.8393),1,1-27,1-27004,México,Tabasco,Centro,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,3.10093045,J01-375m,POINT (-93.11871 17.8393),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2114,5124632,2019-08-19T07:11:10,POINT(-92.69011 17.79331),1,1-27,1-27009,México,Tabasco,Jalapa,PASTIZAL CULTIVADO,NO AFECTA ANP,3.62141633,J01-375m,POINT (-92.69011 17.79331),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2115,5124631,2019-08-19T07:11:10,POINT(-93.11812 17.84416),1,1-27,1-27004,México,Tabasco,Centro,DESPROVISTO DE VEGETACION,NO AFECTA ANP,3.7162962,J01-375m,POINT (-93.11812 17.84416),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2116,5124630,2019-08-19T07:11:10,POINT(-93.12373 17.84482),1,1-27,1-27004,México,Tabasco,Centro,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,4.21976089,J01-375m,POINT (-93.12373 17.84482),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2117,5124629,2019-08-19T07:11:10,POINT(-93.75916 17.92364),1,1-27,1-27008,México,Tabasco,Huimanguillo,PASTIZAL CULTIVADO,NO AFECTA ANP,5.27536106,J01-375m,POINT (-93.75916 17.92364),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2118,5124628,2019-08-19T07:11:10,POINT(-93.76225 17.924),1,1-27,1-27008,México,Tabasco,Huimanguillo,PASTIZAL CULTIVADO,NO AFECTA ANP,8.88796902,J01-375m,POINT (-93.76225 17.924),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2119,5124627,2019-08-19T07:11:10,POINT(-93.52098 17.9114),1,1-27,1-27008,México,Tabasco,Huimanguillo,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,4.42129993,J01-375m,POINT (-93.52098 17.9114),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_211a,5124626,2019-08-19T07:11:10,POINT(-94.11818 17.98027),1,1-30,1-30204,México,Veracruz de Ignacio de la Llave,Agua Dulce,PASTIZAL CULTIVADO,NO AFECTA ANP,11.5297308,J01-375m,POINT (-94.11818 17.98027),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_211b,5124625,2019-08-19T07:11:10,POINT(-93.11803 17.84747),1,1-27,1-27004,México,Tabasco,Centro,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,3.89749098,J01-375m,POINT (-93.11803 17.84747),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_211c,5124624,2019-08-19T07:11:10,POINT(-93.52164 17.9118),1,1-27,1-27008,México,Tabasco,Huimanguillo,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,4.42129993,J01-375m,POINT (-93.52164 17.9118),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_211d,5124623,2019-08-19T07:11:10,POINT(-94.11626 17.98112),1,1-30,1-30204,México,Veracruz de Ignacio de la Llave,Agua Dulce,PASTIZAL CULTIVADO,NO AFECTA ANP,3.62200236,J01-375m,POINT (-94.11626 17.98112),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_211e,5124622,2019-08-19T07:11:10,POINT(-94.11955 17.98147),1,1-30,1-30204,México,Veracruz de Ignacio de la Llave,Agua Dulce,PASTIZAL CULTIVADO,NO AFECTA ANP,20.39836121,J01-375m,POINT (-94.11955 17.98147),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_211f,5124621,2019-08-19T07:11:10,POINT(-93.18587 17.89952),1,1-7,1-07074,México,Chiapas,Reforma,DESPROVISTO DE VEGETACION,NO AFECTA ANP,3.24286842,J01-375m,POINT (-93.18587 17.89952),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2120,5124620,2019-08-19T07:11:10,POINT(-93.17958 17.90377),1,1-7,1-07074,México,Chiapas,Reforma,PASTIZAL CULTIVADO,NO AFECTA ANP,2.08172965,J01-375m,POINT (-93.17958 17.90377),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2121,5124619,2019-08-19T07:11:10,POINT(-93.18526 17.90441),1,1-7,1-07074,México,Chiapas,Reforma,PASTIZAL CULTIVADO,NO AFECTA ANP,2.11360359,J01-375m,POINT (-93.18526 17.90441),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2122,5124618,2019-08-19T07:11:10,POINT(-92.48924 17.88099),1,1-27,1-27012,México,Tabasco,Macuspana,ZONA URBANA,NO AFECTA ANP,3.75249457,J01-375m,POINT (-92.48924 17.88099),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2123,5124617,2019-08-19T07:11:10,POINT(-94.34587 18.10182),1,1-30,1-30039,México,Veracruz de Ignacio de la Llave,Coatzacoalcos,ZONA URBANA,NO AFECTA ANP,6.75382328,J01-375m,POINT (-94.34587 18.10182),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2124,5124616,2019-08-19T07:11:10,POINT(-94.39361 18.11251),1,1-30,1-30039,México,Veracruz de Ignacio de la Llave,Coatzacoalcos,ZONA URBANA,NO AFECTA ANP,6.58020353,J01-375m,POINT (-94.39361 18.11251),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2125,5124615,2019-08-19T07:11:10,POINT(-94.39709 18.1129),1,1-30,1-30039,México,Veracruz de Ignacio de la Llave,Coatzacoalcos,POPAL,NO AFECTA ANP,9.38133907,J01-375m,POINT (-94.39709 18.1129),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2126,5124614,2019-08-19T07:11:10,POINT(-92.48746 17.89497),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,1.8698523,J01-375m,POINT (-92.48746 17.89497),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2127,5124613,2019-08-19T07:11:10,POINT(-92.49255 17.89559),1,1-27,1-27012,México,Tabasco,Macuspana,PASTIZAL CULTIVADO,NO AFECTA ANP,3.35657811,J01-375m,POINT (-92.49255 17.89559),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2128,5124612,2019-08-19T07:11:10,POINT(-92.49195 17.90026),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,5.55294418,J01-375m,POINT (-92.49195 17.90026),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2129,5124611,2019-08-19T07:11:10,POINT(-92.48499 17.89774),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,2.33499694,J01-375m,POINT (-92.48499 17.89774),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_212a,5124610,2019-08-19T07:11:10,POINT(-94.34557 18.10109),1,1-30,1-30039,México,Veracruz de Ignacio de la Llave,Coatzacoalcos,ZONA URBANA,NO AFECTA ANP,8.92357826,J01-375m,POINT (-94.34557 18.10109),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_212b,5124609,2019-08-19T07:11:10,POINT(-92.49007 17.89832),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,2.09723425,J01-375m,POINT (-92.49007 17.89832),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_212c,5124608,2019-08-19T07:11:10,POINT(-94.39687 18.1118),1,1-30,1-30039,México,Veracruz de Ignacio de la Llave,Coatzacoalcos,POPAL,NO AFECTA ANP,9.38133907,J01-375m,POINT (-94.39687 18.1118),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_212d,5124607,2019-08-19T07:11:10,POINT(-94.04789 18.09615),1,1-27,1-27008,México,Tabasco,Huimanguillo,ZONA URBANA,NO AFECTA ANP,43.71570206,J01-375m,POINT (-94.04789 18.09615),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_212e,5124606,2019-08-19T07:11:10,POINT(-93.0171 18.00205),1,1-27,1-27004,México,Tabasco,Centro,PASTIZAL CULTIVADO,NO AFECTA ANP,1.36641181,J01-375m,POINT (-93.0171 18.00205),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_212f,5124605,2019-08-19T07:11:10,POINT(-94.20408 18.13411),1,1-30,1-30204,México,Veracruz de Ignacio de la Llave,Agua Dulce,PASTIZAL CULTIVADO,NO AFECTA ANP,5.93723202,J01-375m,POINT (-94.20408 18.13411),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2130,5124603,2019-08-19T07:11:10,POINT(-92.87953 18.03002),1,1-27,1-27004,México,Tabasco,Centro,TULAR,NO AFECTA ANP,2.29435134,J01-375m,POINT (-92.87953 18.03002),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2131,5124602,2019-08-19T07:11:10,POINT(-92.47772 17.99155),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,1.17674649,J01-375m,POINT (-92.47772 17.99155),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2132,5124601,2019-08-19T07:11:10,POINT(-92.4771 17.99621),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,1.5983578,J01-375m,POINT (-92.4771 17.99621),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2133,5124600,2019-08-19T07:11:10,POINT(-92.47139 18.00025),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,3.08597493,J01-375m,POINT (-92.47139 18.00025),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2134,5124599,2019-08-19T07:11:10,POINT(-92.4765 18.00087),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,2.11647177,J01-375m,POINT (-92.4765 18.00087),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2135,5124598,2019-08-19T07:11:10,POINT(-92.48161 18.00149),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,4.11193848,J01-375m,POINT (-92.48161 18.00149),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2136,5124597,2019-08-19T07:11:10,POINT(-92.48672 18.00212),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,5.19728804,J01-375m,POINT (-92.48672 18.00212),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2137,5124596,2019-08-19T07:11:10,POINT(-92.49184 18.00274),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,2.55067778,J01-375m,POINT (-92.49184 18.00274),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2138,5124595,2019-08-19T07:11:10,POINT(-92.17588 17.97334),1,1-27,1-27011,México,Tabasco,Jonuta,PASTIZAL CULTIVADO,NO AFECTA ANP,4.41583157,J01-375m,POINT (-92.17588 17.97334),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2139,5124594,2019-08-19T07:11:10,POINT(-92.47625 17.98953),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,2.89139223,J01-375m,POINT (-92.47625 17.98953),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_213a,5124593,2019-08-19T07:11:10,POINT(-92.48074 17.99478),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,1.47185957,J01-375m,POINT (-92.48074 17.99478),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_213b,5124592,2019-08-19T07:11:10,POINT(-92.47562 17.99419),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,1.68400717,J01-375m,POINT (-92.47562 17.99419),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_213c,5124591,2019-08-19T07:11:10,POINT(-92.46987 17.99827),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,2.62725592,J01-375m,POINT (-92.46987 17.99827),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_213d,5124590,2019-08-19T07:11:10,POINT(-92.475 17.99886),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,0.89091873,J01-375m,POINT (-92.475 17.99886),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_213e,5124589,2019-08-19T07:11:10,POINT(-92.48524 18.00002),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,3.09713817,J01-375m,POINT (-92.48524 18.00002),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_213f,5124588,2019-08-19T07:11:10,POINT(-92.49037 18.00061),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,3.37876153,J01-375m,POINT (-92.49037 18.00061),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2140,5124587,2019-08-19T07:11:10,POINT(-92.47437 18.00352),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,1.80730546,J01-375m,POINT (-92.47437 18.00352),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2141,5124586,2019-08-19T07:11:10,POINT(-92.48463 18.00469),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,3.13608408,J01-375m,POINT (-92.48463 18.00469),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2142,5124585,2019-08-19T07:11:10,POINT(-92.4795 18.0041),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,1.72236001,J01-375m,POINT (-92.4795 18.0041),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2143,5124584,2019-08-19T07:11:10,POINT(-92.38993 18.01739),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,1.00323415,J01-375m,POINT (-92.38993 18.01739),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2144,5124583,2019-08-19T07:11:10,POINT(-92.72366 18.12338),1,1-27,1-27004,México,Tabasco,Centro,CUERPO DE AGUA,NO AFECTA ANP,3.55797958,J01-375m,POINT (-92.72366 18.12338),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2145,5124582,2019-08-19T07:11:10,POINT(-92.82511 18.14028),1,1-27,1-27004,México,Tabasco,Centro,PASTIZAL CULTIVADO,NO AFECTA ANP,1.30456746,J01-375m,POINT (-92.82511 18.14028),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2146,5124581,2019-08-19T07:11:10,POINT(-92.72171 18.12413),1,1-27,1-27004,México,Tabasco,Centro,TULAR,NO AFECTA ANP,4.19755697,J01-375m,POINT (-92.72171 18.12413),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2147,5124580,2019-08-19T07:11:10,POINT(-92.82877 18.1409),1,1-27,1-27004,México,Tabasco,Centro,PASTIZAL CULTIVADO,NO AFECTA ANP,3.24084473,J01-375m,POINT (-92.82877 18.1409),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2148,5124579,2019-08-19T07:11:10,POINT(-92.75703 18.18607),1,1-27,1-27004,México,Tabasco,Centro,TULAR,NO AFECTA ANP,1.25809932,J01-375m,POINT (-92.75703 18.18607),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2149,5124578,2019-08-19T07:11:10,POINT(-92.26225 18.15641),1,1-27,1-27011,México,Tabasco,Jonuta,SELVA BAJA PERENNIFOLIA,ANP PANTANOS DE CENTLA,3.1484828,J01-375m,POINT (-92.26225 18.15641),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_214a,5124577,2019-08-19T07:11:10,POINT(-92.26163 18.16101),1,1-27,1-27011,México,Tabasco,Jonuta,SELVA BAJA PERENNIFOLIA,ANP PANTANOS DE CENTLA,4.82956648,J01-375m,POINT (-92.26163 18.16101),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_214b,5124576,2019-08-19T07:11:10,POINT(-92.26662 18.16161),1,1-27,1-27011,México,Tabasco,Jonuta,SELVA BAJA PERENNIFOLIA,ANP PANTANOS DE CENTLA,1.31446874,J01-375m,POINT (-92.26662 18.16161),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_214c,5124575,2019-08-19T07:11:10,POINT(-92.26601 18.16622),1,1-27,1-27011,México,Tabasco,Jonuta,SELVA BAJA PERENNIFOLIA,ANP PANTANOS DE CENTLA,2.17561197,J01-375m,POINT (-92.26601 18.16622),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_214d,5124573,2019-08-19T07:11:10,POINT(-95.82243 18.63683),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,PASTIZAL CULTIVADO,NO AFECTA ANP,4.29824162,J01-375m,POINT (-95.82243 18.63683),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_214e,5124572,2019-08-19T07:11:10,POINT(-95.82681 18.63726),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,PASTIZAL CULTIVADO,NO AFECTA ANP,2.3238709,J01-375m,POINT (-95.82681 18.63726),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_214f,5124571,2019-08-19T07:11:10,POINT(-95.82614 18.64311),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,PASTIZAL CULTIVADO,NO AFECTA ANP,4.84262037,J01-375m,POINT (-95.82614 18.64311),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2150,5124570,2019-08-19T07:11:10,POINT(-92.8271 18.3934),1,1-27,1-27003,México,Tabasco,Centla,PASTIZAL CULTIVADO,CERCA DE ANP PANTANOS DE CENTLA,2.27409005,J01-375m,POINT (-92.8271 18.3934),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2151,5124568,2019-08-19T07:11:10,POINT(-92.56149 18.56272),1,1-27,1-27003,México,Tabasco,Centla,TULAR,ANP PANTANOS DE CENTLA,2.78944826,J01-375m,POINT (-92.56149 18.56272),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2152,5124567,2019-08-19T07:11:10,POINT(-92.56086 18.56745),1,1-27,1-27003,México,Tabasco,Centla,TULAR,CERCA DE ANP PANTANOS DE CENTLA,1.82707345,J01-375m,POINT (-92.56086 18.56745),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2153,5124562,2019-08-19T07:11:10,POINT(-92.16822 18.64356),1,1-4,1-04003,México,Campeche,Carmen,VEGETACION HALOFILA HIDROFILA,ANP LAGUNA DE TÉRMINOS,1.45172334,J01-375m,POINT (-92.16822 18.64356),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2154,5124561,2019-08-19T07:11:10,POINT(-92.17322 18.64415),1,1-4,1-04003,México,Campeche,Carmen,VEGETACION HALOFILA HIDROFILA,ANP LAGUNA DE TÉRMINOS,2.61170912,J01-375m,POINT (-92.17322 18.64415),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2155,5124560,2019-08-19T07:11:10,POINT(-92.1676 18.64817),1,1-4,1-04003,México,Campeche,Carmen,MANGLAR,ANP LAGUNA DE TÉRMINOS,3.28732538,J01-375m,POINT (-92.1676 18.64817),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2156,5124559,2019-08-19T07:11:10,POINT(-92.17261 18.64875),1,1-4,1-04003,México,Campeche,Carmen,MANGLAR,ANP LAGUNA DE TÉRMINOS,1.43769526,J01-375m,POINT (-92.17261 18.64875),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2157,5124558,2019-08-19T07:11:10,POINT(-88.25969 18.6674),1,1-23,1-23004,México,Quintana Roo,Othón P. Blanco,SELVA MEDIANA SUBPERENNIFOLIA CON VEGETACION SECUNDARIA ARBOREA,NO AFECTA ANP,3.41100049,J01-375m,POINT (-88.25969 18.6674),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2158,5124557,2019-08-19T07:11:10,POINT(-88.79532 18.74742),1,1-23,1-23004,México,Quintana Roo,Othón P. Blanco,SELVA MEDIANA SUBPERENNIFOLIA CON VEGETACION SECUNDARIA ARBOREA,NO AFECTA ANP,5.47078276,J01-375m,POINT (-88.79532 18.74742),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2159,5124556,2019-08-19T07:11:10,POINT(-88.79061 18.74679),1,1-23,1-23004,México,Quintana Roo,Othón P. Blanco,SELVA MEDIANA SUBPERENNIFOLIA CON VEGETACION SECUNDARIA ARBOREA,NO AFECTA ANP,10.70718384,J01-375m,POINT (-88.79061 18.74679),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_215a,5124532,2019-08-19T07:11:10,POINT(-97.541 21.70744),1,1-30,1-30152,México,Veracruz de Ignacio de la Llave,Tampico Alto,PASTIZAL CULTIVADO,NO AFECTA ANP,3.98056006,J01-375m,POINT (-97.541 21.70744),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_215b,5124531,2019-08-19T07:11:10,POINT(-89.66551 20.94511),1,1-31,1-31050,México,Yucatán,Mérida,ZONA URBANA,NO AFECTA ANP,5.73450851,J01-375m,POINT (-89.66551 20.94511),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_215c,5124530,2019-08-19T07:11:10,POINT(-97.81515 22.26378),1,1-28,1-28009,México,Tamaulipas,Ciudad Madero,ZONA URBANA,NO AFECTA ANP,2.79177713,J01-375m,POINT (-97.81515 22.26378),07:11:10
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_215d,5124463,2019-08-19T07:35:00,POINT(-94.5173 17.97337),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,2.88300967,AQUA,POINT (-94.5173 17.97337),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_215e,5124462,2019-08-19T07:35:00,POINT(-93.11154 17.83866),1,1-27,1-27004,México,Tabasco,Centro,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,4.22899199,AQUA,POINT (-93.11154 17.83866),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_215f,5124461,2019-08-19T07:35:00,POINT(-93.11015 17.84972),1,1-27,1-27004,México,Tabasco,Centro,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,2.29286385,AQUA,POINT (-93.11015 17.84972),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2160,5124460,2019-08-19T07:35:00,POINT(-93.12478 17.85158),1,1-27,1-27004,México,Tabasco,Centro,DESPROVISTO DE VEGETACION,NO AFECTA ANP,2.95527291,AQUA,POINT (-93.12478 17.85158),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2161,5124459,2019-08-19T07:35:00,POINT(-93.10497 17.83858),1,1-7,1-07048,México,Chiapas,Juárez,PASTIZAL CULTIVADO,NO AFECTA ANP,5.51005697,AQUA,POINT (-93.10497 17.83858),07:35:00
