FID,idpuntocalor,fecha,latlon,id_pais,id_estado,id_mun,nom_pais,nom_estado,nom_mun,vegetacion,anp,pendiente,satelite,geom,hora_gmt
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ac,5123616,2019-08-18T18:41:50,POINT(-88.81086 18.02523),1,1-23,1-23004,México,Quintana Roo,Othón P. Blanco,PASTIZAL CULTIVADO,NO AFECTA ANP,7.30248356,J01-375m,POINT (-88.81086 18.02523),18:41:50
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ad,5123615,2019-08-18T18:41:50,POINT(-91.48975 17.46863),1,1-27,1-27017,México,Tabasco,Tenosique,PASTIZAL CULTIVADO,CERCA DE CAÑON DEL USUMACINTA,3.67754912,J01-375m,POINT (-91.48975 17.46863),18:41:50
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ae,5123614,2019-08-18T18:41:50,POINT(-91.48822 17.46878),1,1-27,1-27017,México,Tabasco,Tenosique,PASTIZAL CULTIVADO,CERCA DE CAÑON DEL USUMACINTA,3.85400367,J01-375m,POINT (-91.48822 17.46878),18:41:50
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20af,5123611,2019-08-18T18:41:50,POINT(-91.51646 17.33364),1,1-7,1-07065,México,Chiapas,Palenque,PASTIZAL CULTIVADO,NO AFECTA ANP,12.91413689,J01-375m,POINT (-91.51646 17.33364),18:41:50
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b0,5123595,2019-08-18T18:41:50,POINT(-91.88088 16.59837),1,1-7,1-07004,México,Chiapas,Altamirano,BOSQUE DE PINO-ENCINO CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,35.57691574,J01-375m,POINT (-91.88088 16.59837),18:41:50
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b1,5123591,2019-08-18T18:41:50,POINT(-90.49484 16.31465),1,1-7,1-07114,México,Chiapas,Benemérito de las Américas,PASTIZAL CULTIVADO,NO AFECTA ANP,9.3570137,J01-375m,POINT (-90.49484 16.31465),18:41:50
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b2,5123915,2019-08-18T19:23:00,POINT(-99.18566 23.85073),1,1-28,1-28041,México,Tamaulipas,Victoria,AGRICULTURA DE RIEGO,NO AFECTA ANP,2.26502299,AQUA,POINT (-99.18566 23.85073),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b3,5123914,2019-08-18T19:23:00,POINT(-96.35255 19.50661),1,1-30,1-30004,México,Veracruz de Ignacio de la Llave,Actopan,VEGETACION DE DUNAS COSTERAS,NO AFECTA ANP,2.15100718,AQUA,POINT (-96.35255 19.50661),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b4,5123913,2019-08-18T19:23:00,POINT(-92.16708 18.63791),1,1-4,1-04003,México,Campeche,Carmen,PASTIZAL CULTIVADO,ANP LAGUNA DE TÉRMINOS,2.24866939,AQUA,POINT (-92.16708 18.63791),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b5,5123912,2019-08-18T19:23:00,POINT(-92.44344 18.53165),1,1-27,1-27003,México,Tabasco,Centla,MANGLAR,ANP PANTANOS DE CENTLA,0,AQUA,POINT (-92.44344 18.53165),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b6,5123911,2019-08-18T19:23:00,POINT(-94.01604 18.19694),1,1-27,1-27008,México,Tabasco,Huimanguillo,MANGLAR,NO AFECTA ANP,3.14291716,AQUA,POINT (-94.01604 18.19694),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b7,5123910,2019-08-18T19:23:00,POINT(-94.00441 18.19879),1,1-27,1-27002,México,Tabasco,Cárdenas,MANGLAR CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,10.17151928,AQUA,POINT (-94.00441 18.19879),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b8,5123909,2019-08-18T19:23:00,POINT(-93.85921 18.18148),1,1-27,1-27002,México,Tabasco,Cárdenas,TULAR,NO AFECTA ANP,3.6054635,AQUA,POINT (-93.85921 18.18148),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20b9,5123908,2019-08-18T19:23:00,POINT(-93.8478 18.18331),1,1-27,1-27002,México,Tabasco,Cárdenas,TULAR,NO AFECTA ANP,2.47729135,AQUA,POINT (-93.8478 18.18331),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ba,5123907,2019-08-18T19:23:00,POINT(-94.19006 18.05579),1,1-30,1-30204,México,Veracruz de Ignacio de la Llave,Agua Dulce,PASTIZAL CULTIVADO,NO AFECTA ANP,9.31313229,AQUA,POINT (-94.19006 18.05579),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20bb,5123906,2019-08-18T19:23:00,POINT(-88.78969 18.74347),1,1-23,1-23004,México,Quintana Roo,Othón P. Blanco,SELVA MEDIANA SUBPERENNIFOLIA CON VEGETACION SECUNDARIA ARBOREA,NO AFECTA ANP,5.71340513,AQUA,POINT (-88.78969 18.74347),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20bc,5123905,2019-08-18T19:23:00,POINT(-94.04343 17.94671),1,1-27,1-27008,México,Tabasco,Huimanguillo,TULAR,NO AFECTA ANP,2.62377548,AQUA,POINT (-94.04343 17.94671),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20bd,5123904,2019-08-18T19:23:00,POINT(-93.54132 18.0178),1,1-27,1-27002,México,Tabasco,Cárdenas,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,4.82514763,AQUA,POINT (-93.54132 18.0178),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20be,5123903,2019-08-18T19:23:00,POINT(-93.18771 17.8844),1,1-7,1-07074,México,Chiapas,Reforma,PASTIZAL CULTIVADO,NO AFECTA ANP,3.59264135,AQUA,POINT (-93.18771 17.8844),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20bf,5123902,2019-08-18T19:23:00,POINT(-93.12474 17.83574),1,1-7,1-07074,México,Chiapas,Reforma,PASTIZAL CULTIVADO,NO AFECTA ANP,3.25176764,AQUA,POINT (-93.12474 17.83574),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c0,5123901,2019-08-18T19:23:00,POINT(-92.48625 17.88992),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,2.94744897,AQUA,POINT (-92.48625 17.88992),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c1,5123900,2019-08-18T19:23:00,POINT(-89.19376 18.20186),1,1-4,1-04010,México,Campeche,Calakmul,SELVA MEDIANA SUBPERENNIFOLIA CON VEGETACION SECUNDARIA ARBOREA,NO AFECTA ANP,8.51033306,AQUA,POINT (-89.19376 18.20186),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c2,5123899,2019-08-18T19:23:00,POINT(-89.18368 18.2032),1,1-4,1-04010,México,Campeche,Calakmul,PASTIZAL CULTIVADO,NO AFECTA ANP,4.3033967,AQUA,POINT (-89.18368 18.2032),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c3,5123898,2019-08-18T19:23:00,POINT(-93.00346 17.64103),1,1-27,1-27016,México,Tabasco,Teapa,PASTIZAL CULTIVADO,NO AFECTA ANP,0.5483399,AQUA,POINT (-93.00346 17.64103),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c4,5123897,2019-08-18T19:23:00,POINT(-92.97545 17.57308),1,1-27,1-27016,México,Tabasco,Teapa,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,3.5413847,AQUA,POINT (-92.97545 17.57308),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c5,5123896,2019-08-18T19:23:00,POINT(-91.72072 17.71766),1,1-27,1-27007,México,Tabasco,Emiliano Zapata,SELVA BAJA ESPINOSA SUBPERENNIFOLIA,NO AFECTA ANP,4.28456831,AQUA,POINT (-91.72072 17.71766),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c6,5123895,2019-08-18T19:23:00,POINT(-92.42877 17.60255),1,1-27,1-27012,México,Tabasco,Macuspana,PASTIZAL CULTIVADO,NO AFECTA ANP,13.75857353,AQUA,POINT (-92.42877 17.60255),19:23:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c7,5124033,2019-08-18T20:20:40,POINT(-108.85085 25.76251),1,1-25,1-25001,México,Sinaloa,Ahome,AGRICULTURA DE RIEGO,NO AFECTA ANP,1.49499846,J01-375m,POINT (-108.85085 25.76251),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c8,5124032,2019-08-18T20:20:40,POINT(-108.84691 25.76306),1,1-25,1-25001,México,Sinaloa,Ahome,AGRICULTURA DE RIEGO,NO AFECTA ANP,1.49015868,J01-375m,POINT (-108.84691 25.76306),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20c9,5124027,2019-08-18T20:20:40,POINT(-108.23068 25.36591),1,1-25,1-25002,México,Sinaloa,Angostura,AGRICULTURA DE RIEGO,NO AFECTA ANP,2.45750356,J01-375m,POINT (-108.23068 25.36591),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ca,5124025,2019-08-18T20:20:40,POINT(-108.20828 25.3308),1,1-25,1-25002,México,Sinaloa,Angostura,AGRICULTURA DE RIEGO,NO AFECTA ANP,3.02912378,J01-375m,POINT (-108.20828 25.3308),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20cb,5124023,2019-08-18T20:20:40,POINT(-108.18176 25.32055),1,1-25,1-25002,México,Sinaloa,Angostura,AGRICULTURA DE RIEGO,NO AFECTA ANP,1.89284635,J01-375m,POINT (-108.18176 25.32055),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20cc,5124020,2019-08-18T20:20:40,POINT(-100.29684 25.71807),1,1-19,1-19046,México,Nuevo León,San Nicolás de los Garza,ZONA URBANA,NO AFECTA ANP,2.90873408,J01-375m,POINT (-100.29684 25.71807),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20cd,5124019,2019-08-18T20:20:40,POINT(-100.17867 25.70653),1,1-19,1-19026,México,Nuevo León,Guadalupe,ZONA URBANA,NO AFECTA ANP,4.19776392,J01-375m,POINT (-100.17867 25.70653),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ce,5124018,2019-08-18T20:20:40,POINT(-100.17487 25.70685),1,1-19,1-19006,México,Nuevo León,Apodaca,ZONA URBANA,NO AFECTA ANP,7.993402,J01-375m,POINT (-100.17487 25.70685),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20cf,5124017,2019-08-18T20:20:40,POINT(-107.64376 24.8592),1,1-25,1-25018,México,Sinaloa,Navolato,AGRICULTURA DE RIEGO,NO AFECTA ANP,5.58352423,J01-375m,POINT (-107.64376 24.8592),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d0,5124016,2019-08-18T20:20:40,POINT(-100.9192 25.60099),1,1-5,1-05027,México,Coahuila de Zaragoza,Ramos Arizpe,AGRICULTURA DE RIEGO,NO AFECTA ANP,4.8412199,J01-375m,POINT (-100.9192 25.60099),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d1,5124015,2019-08-18T20:20:40,POINT(-99.93248 25.58278),1,1-19,1-19009,México,Nuevo León,Cadereyta Jiménez,ZONA URBANA,NO AFECTA ANP,7.53606749,J01-375m,POINT (-99.93248 25.58278),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d2,5124014,2019-08-18T20:20:40,POINT(-99.93258 25.58129),1,1-19,1-19009,México,Nuevo León,Cadereyta Jiménez,ZONA URBANA,NO AFECTA ANP,7.53606749,J01-375m,POINT (-99.93258 25.58129),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d3,5124013,2019-08-18T20:20:40,POINT(-97.57628 25.68605),1,1-28,1-28022,México,Tamaulipas,Matamoros,VEGETACION HALOFILA HIDROFILA,NO AFECTA ANP,2.2333262,J01-375m,POINT (-97.57628 25.68605),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d4,5124012,2019-08-18T20:20:40,POINT(-99.92834 25.49924),1,1-19,1-19009,México,Nuevo León,Cadereyta Jiménez,AGRICULTURA DE RIEGO,NO AFECTA ANP,6.01991749,J01-375m,POINT (-99.92834 25.49924),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d5,5124011,2019-08-18T20:20:40,POINT(-107.71147 24.59202),1,1-25,1-25018,México,Sinaloa,Navolato,SELVA BAJA ESPINOSA CADUCIFOLIA CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,0.48939031,J01-375m,POINT (-107.71147 24.59202),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d6,5124010,2019-08-18T20:20:40,POINT(-99.97595 25.33828),1,1-19,1-19004,México,Nuevo León,Allende,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,8.19094658,J01-375m,POINT (-99.97595 25.33828),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d7,5124009,2019-08-18T20:20:40,POINT(-107.46179 24.45435),1,1-25,1-25006,México,Sinaloa,Culiacán,VEGETACION HALOFILA HIDROFILA,NO AFECTA ANP,2.61918831,J01-375m,POINT (-107.46179 24.45435),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d8,5124008,2019-08-18T20:20:40,POINT(-99.1142 24.91345),1,1-28,1-28005,México,Tamaulipas,Burgos,PASTIZAL CULTIVADO,NO AFECTA ANP,3.33068323,J01-375m,POINT (-99.1142 24.91345),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20d9,5124007,2019-08-18T20:20:40,POINT(-99.11504 24.91678),1,1-28,1-28005,México,Tamaulipas,Burgos,PASTIZAL CULTIVADO,NO AFECTA ANP,5.54577017,J01-375m,POINT (-99.11504 24.91678),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20da,5124006,2019-08-18T20:20:40,POINT(-99.4514 24.21921),1,1-28,1-28016,México,Tamaulipas,Hidalgo,AGRICULTURA DE RIEGO,NO AFECTA ANP,2.70686817,J01-375m,POINT (-99.4514 24.21921),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20db,5124005,2019-08-18T20:20:40,POINT(-99.01204 24.22264),1,1-28,1-28034,México,Tamaulipas,San Carlos,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,4.64515257,J01-375m,POINT (-99.01204 24.22264),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20dc,5124004,2019-08-18T20:20:40,POINT(-99.0115 24.21696),1,1-28,1-28034,México,Tamaulipas,San Carlos,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,3.66358709,J01-375m,POINT (-99.0115 24.21696),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20dd,5124003,2019-08-18T20:20:40,POINT(-99.17766 23.84806),1,1-28,1-28041,México,Tamaulipas,Victoria,CUERPO DE AGUA,NO AFECTA ANP,2.11771274,J01-375m,POINT (-99.17766 23.84806),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20de,5124002,2019-08-18T20:20:40,POINT(-99.52947 23.77207),1,1-28,1-28017,México,Tamaulipas,Jaumave,BOSQUE DE ENCINO CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,54.42942047,J01-375m,POINT (-99.52947 23.77207),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20df,5124001,2019-08-18T20:20:40,POINT(-99.52586 23.77238),1,1-28,1-28017,México,Tamaulipas,Jaumave,BOSQUE DE ENCINO CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,73.28233337,J01-375m,POINT (-99.52586 23.77238),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e0,5124000,2019-08-18T20:20:40,POINT(-99.31616 23.37851),1,1-28,1-28017,México,Tamaulipas,Jaumave,MATORRAL SUBMONTANO,NO AFECTA ANP,107.11119843,J01-375m,POINT (-99.31616 23.37851),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e1,5123999,2019-08-18T20:20:40,POINT(-99.31626 23.37292),1,1-28,1-28017,México,Tamaulipas,Jaumave,MATORRAL SUBMONTANO,NO AFECTA ANP,74.16405487,J01-375m,POINT (-99.31626 23.37292),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e2,5123998,2019-08-18T20:20:40,POINT(-100.11284 23.0769),1,1-24,1-24017,México,San Luis Potosí,Guadalcázar,MATORRAL DESERTICO ROSETOFILO,NO AFECTA ANP,43.39292526,J01-375m,POINT (-100.11284 23.0769),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e3,5123997,2019-08-18T20:20:40,POINT(-98.4503 23.16034),1,1-28,1-28019,México,Tamaulipas,Llera,SELVA BAJA CADUCIFOLIA,ANP SIERRA DE TAMAULIPAS,27.07939529,J01-375m,POINT (-98.4503 23.16034),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e4,5123996,2019-08-18T20:20:40,POINT(-97.80268 22.26315),1,1-28,1-28009,México,Tamaulipas,Ciudad Madero,ZONA URBANA,NO AFECTA ANP,3.25965881,J01-375m,POINT (-97.80268 22.26315),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e5,5123995,2019-08-18T20:20:40,POINT(-97.80148 22.26066),1,1-28,1-28009,México,Tamaulipas,Ciudad Madero,ZONA URBANA,NO AFECTA ANP,4.29133463,J01-375m,POINT (-97.80148 22.26066),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e6,5123994,2019-08-18T20:20:40,POINT(-98.40736 22.14915),1,1-24,1-24016,México,San Luis Potosí,Ebano,TULAR,NO AFECTA ANP,0.48257673,J01-375m,POINT (-98.40736 22.14915),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e7,5123993,2019-08-18T20:20:40,POINT(-98.40303 22.14952),1,1-24,1-24016,México,San Luis Potosí,Ebano,CUERPO DE AGUA,NO AFECTA ANP,0.74239475,J01-375m,POINT (-98.40303 22.14952),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e8,5123992,2019-08-18T20:20:40,POINT(-99.15801 21.6754),1,1-24,1-24003,México,San Luis Potosí,Aquismón,PASTIZAL CULTIVADO,CERCA DE ANP SIERRA GORDA,30.34345818,J01-375m,POINT (-99.15801 21.6754),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20e9,5123991,2019-08-18T20:20:40,POINT(-97.53723 21.70131),1,1-30,1-30152,México,Veracruz de Ignacio de la Llave,Tampico Alto,PASTIZAL CULTIVADO,NO AFECTA ANP,5.18433809,J01-375m,POINT (-97.53723 21.70131),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ea,5123990,2019-08-18T20:20:40,POINT(-98.57522 21.39998),1,1-24,1-24029,México,San Luis Potosí,San Martín Chalchicuautla,PASTIZAL CULTIVADO,NO AFECTA ANP,4.81284046,J01-375m,POINT (-98.57522 21.39998),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20eb,5123989,2019-08-18T20:20:40,POINT(-98.55038 21.36788),1,1-13,1-13046,México,Hidalgo,San Felipe Orizatlán,PASTIZAL NATURAL,NO AFECTA ANP,12.69851208,J01-375m,POINT (-98.55038 21.36788),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ec,5123988,2019-08-18T20:20:40,POINT(-98.55033 21.36512),1,1-13,1-13046,México,Hidalgo,San Felipe Orizatlán,PASTIZAL NATURAL,NO AFECTA ANP,11.69837761,J01-375m,POINT (-98.55033 21.36512),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ed,5123987,2019-08-18T20:20:40,POINT(-97.41034 20.61556),1,1-30,1-30175,México,Veracruz de Ignacio de la Llave,Tihuatlán,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,5.75228214,J01-375m,POINT (-97.41034 20.61556),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ee,5123986,2019-08-18T20:20:40,POINT(-97.47677 20.5141),1,1-30,1-30131,México,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,PASTIZAL CULTIVADO,NO AFECTA ANP,7.00459576,J01-375m,POINT (-97.47677 20.5141),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ef,5123985,2019-08-18T20:20:40,POINT(-97.72995 20.31337),1,1-21,1-21213,México,Puebla,Zihuateutla,PASTIZAL CULTIVADO,NO AFECTA ANP,33.7381897,J01-375m,POINT (-97.72995 20.31337),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f0,5123984,2019-08-18T20:20:40,POINT(-97.72943 20.30746),1,1-21,1-21213,México,Puebla,Zihuateutla,SELVA ALTA PERENNIFOLIA CON VEGETACION SECUNDARIA ARBUSTIVA,NO AFECTA ANP,18.48037529,J01-375m,POINT (-97.72943 20.30746),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f1,5123983,2019-08-18T20:20:40,POINT(-103.37621 19.67329),1,1-14,1-14121,México,Jalisco,Zapotiltic,ZONA URBANA,NO AFECTA ANP,19.70557404,J01-375m,POINT (-103.37621 19.67329),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f2,5123982,2019-08-18T20:20:40,POINT(-103.37609 19.67264),1,1-14,1-14121,México,Jalisco,Zapotiltic,AGRICULTURA DE RIEGO,NO AFECTA ANP,6.853971,J01-375m,POINT (-103.37609 19.67264),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f3,5123981,2019-08-18T20:20:40,POINT(-98.31931 19.17175),1,1-21,1-21136,México,Puebla,San Miguel Xoxtla,PASTIZAL INDUCIDO,NO AFECTA ANP,6.79494286,J01-375m,POINT (-98.31931 19.17175),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f4,5123980,2019-08-18T20:20:40,POINT(-98.31976 19.17325),1,1-21,1-21136,México,Puebla,San Miguel Xoxtla,PASTIZAL INDUCIDO,NO AFECTA ANP,6.79494286,J01-375m,POINT (-98.31976 19.17325),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f5,5123979,2019-08-18T20:20:40,POINT(-95.83154 18.6381),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,PASTIZAL CULTIVADO,NO AFECTA ANP,5.09850359,J01-375m,POINT (-95.83154 18.6381),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f6,5123978,2019-08-18T20:20:40,POINT(-95.82584 18.63858),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,PASTIZAL CULTIVADO,NO AFECTA ANP,4.72866201,J01-375m,POINT (-95.82584 18.63858),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f7,5123977,2019-08-18T20:20:40,POINT(-101.83743 17.94334),1,1-12,1-12068,México,Guerrero,La Unión de Isidoro Montes de Oca,PASTIZAL CULTIVADO,NO AFECTA ANP,6.95520115,J01-375m,POINT (-101.83743 17.94334),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f8,5123976,2019-08-18T20:20:40,POINT(-93.89491 18.21681),1,1-27,1-27002,México,Tabasco,Cárdenas,PALMAR NATURAL,NO AFECTA ANP,8.34773254,J01-375m,POINT (-93.89491 18.21681),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20f9,5123975,2019-08-18T20:20:40,POINT(-94.00622 18.20503),1,1-27,1-27002,México,Tabasco,Cárdenas,PASTIZAL CULTIVADO,NO AFECTA ANP,4.64622593,J01-375m,POINT (-94.00622 18.20503),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20fa,5123974,2019-08-18T20:20:40,POINT(-93.89378 18.21465),1,1-27,1-27002,México,Tabasco,Cárdenas,TULAR,NO AFECTA ANP,7.24760151,J01-375m,POINT (-93.89378 18.21465),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20fb,5123973,2019-08-18T20:20:40,POINT(-94.52525 17.98492),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,POPAL,NO AFECTA ANP,3.5627234,J01-375m,POINT (-94.52525 17.98492),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20fc,5123972,2019-08-18T20:20:40,POINT(-94.52395 17.97099),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,1.55702198,J01-375m,POINT (-94.52395 17.97099),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20fd,5123971,2019-08-18T20:20:40,POINT(-94.51711 17.97157),1,1-30,1-30108,México,Veracruz de Ignacio de la Llave,Minatitlán,ZONA URBANA,NO AFECTA ANP,3.19835091,J01-375m,POINT (-94.51711 17.97157),20:20:40
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20fe,5124420,2019-08-19T04:48:00,POINT(-99.93493 25.58313),1,1-19,1-19009,México,Nuevo León,Cadereyta Jiménez,ZONA URBANA,NO AFECTA ANP,15.92941475,TERRA,POINT (-99.93493 25.58313),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_20ff,5124419,2019-08-19T04:48:00,POINT(-97.81174 22.25914),1,1-28,1-28009,México,Tamaulipas,Ciudad Madero,ZONA URBANA,NO AFECTA ANP,2.28358388,TERRA,POINT (-97.81174 22.25914),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2100,5124418,2019-08-19T04:48:00,POINT(-97.80148 22.2605),1,1-28,1-28009,México,Tamaulipas,Ciudad Madero,ZONA URBANA,NO AFECTA ANP,4.29133463,TERRA,POINT (-97.80148 22.2605),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2101,5124417,2019-08-19T04:48:00,POINT(-98.52562 22.03433),1,1-24,1-24016,México,San Luis Potosí,Ebano,AGRICULTURA DE RIEGO,NO AFECTA ANP,2.59776855,TERRA,POINT (-98.52562 22.03433),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2102,5124416,2019-08-19T04:48:00,POINT(-101.1725 20.57945),1,1-11,1-11027,México,Guanajuato,Salamanca,ZONA URBANA,NO AFECTA ANP,3.05176759,TERRA,POINT (-101.1725 20.57945),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2103,5124410,2019-08-19T04:48:00,POINT(-95.83649 18.64225),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,MANGLAR,NO AFECTA ANP,2.95314908,TERRA,POINT (-95.83649 18.64225),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2104,5124409,2019-08-19T04:48:00,POINT(-95.84496 18.62132),1,1-30,1-30005,México,Veracruz de Ignacio de la Llave,Acula,TULAR,NO AFECTA ANP,4.06461287,TERRA,POINT (-95.84496 18.62132),04:48:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2105,5124408,2019-08-19T04:48:00,POINT(-94.00612 18.20366),1,1-27,1-27002,México,Tabasco,Cárdenas,PASTIZAL CULTIVADO,NO AFECTA ANP,4.64622593,TERRA,POINT (-94.00612 18.20366),04:48:00
